carriers,locs,techs,timesteps,carrier_prod
power,region1,baseload,2015-01-05 19:00:00,24.185869
power,region1,baseload,2015-01-05 20:00:00,18.201663
power,region1,baseload,2015-01-05 21:00:00,24.185869
power,region1,baseload,2015-01-05 22:00:00,22.516043
power,region1,baseload,2015-01-05 23:00:00,24.185869
power,region1,baseload,2015-01-06 00:00:00,24.185869
power,region1,baseload,2015-01-06 01:00:00,22.266251
power,region1,baseload,2015-01-06 02:00:00,24.185869
power,region1,baseload,2015-01-06 03:00:00,24.185869
power,region1,baseload,2015-01-06 04:00:00,24.185869
power,region1,baseload,2015-01-06 05:00:00,22.801164
power,region1,baseload,2015-01-06 06:00:00,24.185869
power,region1,baseload,2015-01-06 07:00:00,24.185869
power,region1,baseload,2015-01-06 08:00:00,24.185869
power,region1,baseload,2015-01-06 09:00:00,21.094431
power,region1,baseload,2015-01-06 10:00:00,19.642145
power,region1,baseload,2015-01-06 11:00:00,18.994264
power,region1,baseload,2015-01-06 12:00:00,24.185869
power,region1,baseload,2015-01-06 13:00:00,20.653117
power,region1,baseload,2015-01-06 14:00:00,24.185869
power,region1,baseload,2015-01-06 15:00:00,24.185869
power,region1,baseload,2015-01-06 16:00:00,24.185869
power,region1,baseload,2015-01-06 17:00:00,22.987448
power,region1,baseload,2015-01-06 18:00:00,24.185869
power,region1,baseload,2015-01-06 19:00:00,16.649958
power,region1,baseload,2015-01-06 20:00:00,13.394763
power,region1,baseload,2015-01-06 21:00:00,16.071155
power,region1,baseload,2015-01-06 22:00:00,24.185869
power,region1,baseload,2015-01-06 23:00:00,24.185869
power,region1,baseload,2015-01-07 00:00:00,24.185869
power,region1,baseload,2015-01-07 01:00:00,24.185869
power,region1,baseload,2015-01-07 02:00:00,15.906816
power,region1,baseload,2015-01-07 03:00:00,22.859601
power,region1,baseload,2015-01-07 04:00:00,24.185869
power,region1,baseload,2015-01-07 05:00:00,24.185869
power,region1,baseload,2015-01-07 06:00:00,24.185869
power,region1,baseload,2015-01-07 07:00:00,24.185869
power,region1,baseload,2015-01-07 08:00:00,24.185869
power,region1,baseload,2015-01-07 09:00:00,24.185869
power,region1,baseload,2015-01-07 10:00:00,24.185869
power,region1,baseload,2015-01-07 11:00:00,23.911222
power,region1,baseload,2015-01-07 12:00:00,24.185869
power,region1,baseload,2015-01-07 13:00:00,24.185869
power,region1,baseload,2015-01-07 14:00:00,24.185869
power,region1,baseload,2015-01-07 15:00:00,24.185869
power,region1,baseload,2015-01-07 16:00:00,24.185869
power,region1,baseload,2015-01-07 17:00:00,24.185869
power,region1,baseload,2015-01-07 18:00:00,24.185869
power,region1,baseload,2015-01-07 19:00:00,24.185869
power,region1,baseload,2015-01-07 20:00:00,24.185869
power,region1,baseload,2015-01-07 21:00:00,24.185869
power,region1,baseload,2015-01-07 22:00:00,24.185869
power,region1,baseload,2015-01-07 23:00:00,24.185869
power,region1,baseload,2015-01-08 00:00:00,24.185869
power,region1,baseload,2015-01-08 01:00:00,23.729177
power,region1,baseload,2015-01-08 02:00:00,24.185869
power,region1,baseload,2015-01-08 03:00:00,24.185869
power,region1,baseload,2015-01-08 04:00:00,24.185869
power,region1,baseload,2015-01-08 05:00:00,15.792685
power,region1,baseload,2015-01-08 06:00:00,23.068994
power,region1,baseload,2015-01-08 07:00:00,24.185869
power,region1,baseload,2015-01-08 08:00:00,24.185869
power,region1,baseload,2015-01-08 09:00:00,24.185869
power,region1,baseload,2015-01-08 10:00:00,24.185869
power,region1,baseload,2015-01-08 11:00:00,24.185869
power,region1,baseload,2015-01-08 12:00:00,24.185869
power,region1,baseload,2015-01-08 13:00:00,21.207315
power,region1,baseload,2015-01-08 14:00:00,24.185869
power,region1,baseload,2015-01-08 15:00:00,24.185869
power,region1,baseload,2015-01-08 16:00:00,24.185869
power,region1,baseload,2015-01-08 17:00:00,24.185869
power,region1,baseload,2015-01-08 18:00:00,15.98936
power,region1,baseload,2015-01-08 19:00:00,24.185869
power,region1,baseload,2015-01-08 20:00:00,24.185869
power,region1,baseload,2015-01-08 21:00:00,23.471072
power,region1,baseload,2015-01-08 22:00:00,21.094098
power,region1,baseload,2015-01-08 23:00:00,24.185869
power,region1,baseload,2015-01-09 00:00:00,24.185869
power,region1,baseload,2015-01-09 01:00:00,22.751455
power,region1,baseload,2015-01-09 02:00:00,22.456276
power,region1,baseload,2015-01-09 03:00:00,20.246301
power,region1,baseload,2015-01-09 04:00:00,24.185869
power,region1,baseload,2015-01-09 05:00:00,24.185869
power,region1,baseload,2015-01-09 06:00:00,24.185869
power,region1,baseload,2015-01-09 07:00:00,24.185869
power,region1,baseload,2015-01-09 08:00:00,24.185869
power,region1,baseload,2015-01-09 09:00:00,24.185869
power,region1,baseload,2015-01-09 10:00:00,24.185869
power,region1,baseload,2015-01-09 11:00:00,24.185869
power,region1,baseload,2015-01-09 12:00:00,24.185869
power,region1,baseload,2015-01-09 13:00:00,24.185869
power,region1,baseload,2015-01-09 14:00:00,24.185869
power,region1,baseload,2015-01-09 15:00:00,24.185869
power,region1,baseload,2015-01-09 16:00:00,24.185869
power,region1,baseload,2015-01-09 17:00:00,24.185869
power,region1,baseload,2015-01-09 18:00:00,24.185869
power,region1,baseload,2015-01-09 19:00:00,24.185869
power,region1,baseload,2015-01-09 20:00:00,17.146966
power,region1,baseload,2015-01-09 21:00:00,24.185869
power,region1,baseload,2015-01-09 22:00:00,24.185869
power,region1,baseload,2015-01-09 23:00:00,24.185869
power,region1,baseload,2015-01-10 00:00:00,24.185869
power,region1,baseload,2015-01-10 01:00:00,24.185869
power,region1,baseload,2015-01-10 02:00:00,24.185869
power,region1,baseload,2015-01-10 03:00:00,24.185869
power,region1,baseload,2015-01-10 04:00:00,24.185869
power,region1,baseload,2015-01-10 05:00:00,24.185869
power,region1,baseload,2015-01-10 06:00:00,24.185869
power,region1,baseload,2015-01-10 07:00:00,24.185869
power,region1,baseload,2015-01-10 08:00:00,24.185869
power,region1,baseload,2015-01-10 09:00:00,24.185869
power,region1,baseload,2015-01-10 10:00:00,12.552037
power,region1,baseload,2015-01-10 11:00:00,24.185869
power,region1,baseload,2015-01-10 12:00:00,20.252868
power,region1,baseload,2015-01-10 13:00:00,24.185869
power,region1,baseload,2015-01-10 14:00:00,24.185869
power,region1,baseload,2015-01-10 15:00:00,24.185869
power,region1,baseload,2015-01-10 16:00:00,24.185869
power,region1,baseload,2015-01-10 17:00:00,20.180715
power,region1,baseload,2015-01-10 18:00:00,24.185869
power,region1,baseload,2015-01-10 19:00:00,24.185869
power,region1,baseload,2015-01-10 20:00:00,24.185869
power,region1,baseload,2015-01-10 21:00:00,14.822195
power,region1,baseload,2015-01-10 22:00:00,24.185869
power,region1,baseload,2015-01-10 23:00:00,24.185869
power,region1,baseload,2015-01-11 00:00:00,24.185869
power,region1,baseload,2015-01-11 01:00:00,24.185869
power,region1,baseload,2015-01-11 02:00:00,24.185869
power,region1,baseload,2015-01-11 03:00:00,24.185869
power,region1,baseload,2015-01-11 04:00:00,24.185869
power,region1,baseload,2015-01-11 05:00:00,24.185869
power,region1,baseload,2015-01-11 06:00:00,23.270324
power,region1,baseload,2015-01-11 07:00:00,20.638903
power,region1,baseload,2015-01-11 08:00:00,11.401995
power,region1,baseload,2015-01-11 09:00:00,21.844306
power,region1,baseload,2015-01-11 10:00:00,24.185869
power,region1,baseload,2015-01-11 11:00:00,16.772319
power,region1,baseload,2015-01-11 12:00:00,24.185869
power,region1,baseload,2015-01-11 13:00:00,23.053117
power,region1,baseload,2015-01-11 14:00:00,24.185869
power,region1,baseload,2015-01-11 15:00:00,24.185869
power,region1,baseload,2015-01-11 16:00:00,24.185869
power,region1,baseload,2015-01-11 17:00:00,24.185869
power,region1,baseload,2015-01-11 18:00:00,24.185869
power,region1,baseload,2015-01-11 19:00:00,24.185869
power,region1,baseload,2015-01-11 20:00:00,24.185869
power,region1,baseload,2015-01-11 21:00:00,24.185869
power,region1,baseload,2015-01-11 22:00:00,21.707897
power,region1,baseload,2015-01-11 23:00:00,24.185869
power,region1,baseload,2015-01-12 00:00:00,24.185869
power,region1,baseload,2015-01-12 01:00:00,24.034996
power,region1,baseload,2015-01-12 02:00:00,23.04655
power,region1,baseload,2015-01-12 03:00:00,24.185869
power,region1,baseload,2015-01-12 04:00:00,24.185869
power,region1,baseload,2015-01-12 05:00:00,24.185869
power,region1,baseload,2015-01-12 06:00:00,24.185869
power,region1,baseload,2015-01-12 07:00:00,15.637656
power,region1,baseload,2015-01-12 08:00:00,24.185869
power,region1,baseload,2015-01-12 09:00:00,24.185869
power,region1,baseload,2015-01-12 10:00:00,22.789609
power,region1,baseload,2015-01-12 11:00:00,17.923774
power,region1,baseload,2015-01-12 12:00:00,19.017789
power,region1,baseload,2015-01-12 13:00:00,24.185869
power,region1,baseload,2015-01-12 14:00:00,17.529011
power,region1,baseload,2015-01-12 15:00:00,24.185869
power,region1,baseload,2015-01-12 16:00:00,13.699252
power,region1,baseload,2015-01-12 17:00:00,24.185869
power,region1,baseload,2015-01-12 18:00:00,24.185869
power,region1,baseload,2015-01-12 19:00:00,24.185869
power,region1,baseload,2015-01-12 20:00:00,24.185869
power,region1,baseload,2015-01-12 21:00:00,24.178138
power,region1,baseload,2015-01-12 22:00:00,18.897672
power,region1,baseload,2015-01-12 23:00:00,24.185869
power,region1,baseload,2015-01-13 00:00:00,23.279468
power,region1,baseload,2015-01-13 01:00:00,24.185869
power,region1,baseload,2015-01-13 02:00:00,18.588944
power,region1,baseload,2015-01-13 03:00:00,24.185869
power,region1,baseload,2015-01-13 04:00:00,19.652618
power,region1,baseload,2015-01-13 05:00:00,22.614547
power,region1,baseload,2015-01-13 06:00:00,19.403159
power,region1,baseload,2015-01-13 07:00:00,17.494431
power,region1,baseload,2015-01-13 08:00:00,24.185869
power,region1,baseload,2015-01-13 09:00:00,24.185869
power,region1,baseload,2015-01-13 10:00:00,15.14148
power,region1,baseload,2015-01-13 11:00:00,24.185869
power,region1,baseload,2015-01-13 12:00:00,19.525104
power,region1,baseload,2015-01-13 13:00:00,24.185869
power,region1,baseload,2015-01-13 14:00:00,24.185869
power,region1,baseload,2015-01-13 15:00:00,24.185869
power,region1,baseload,2015-01-13 16:00:00,24.185869
power,region1,baseload,2015-01-13 17:00:00,24.185869
power,region1,baseload,2015-01-13 18:00:00,15.284539
power,region1,baseload,2015-01-13 19:00:00,24.185869
power,region1,baseload,2015-01-13 20:00:00,24.185869
power,region1,baseload,2015-01-13 21:00:00,24.185869
power,region1,baseload,2015-01-13 22:00:00,24.185869
power,region1,baseload,2015-01-13 23:00:00,24.185869
power,region1,baseload,2015-01-14 00:00:00,24.185869
power,region1,baseload,2015-01-14 01:00:00,19.943392
power,region1,baseload,2015-01-14 02:00:00,24.185869
power,region1,baseload,2015-01-14 03:00:00,24.185869
power,region1,baseload,2015-01-14 04:00:00,24.185869
power,region1,baseload,2015-01-14 05:00:00,18.815628
power,region1,baseload,2015-01-14 06:00:00,24.185869
power,region1,baseload,2015-01-14 07:00:00,24.185869
power,region1,baseload,2015-01-14 08:00:00,22.822028
power,region1,baseload,2015-01-14 09:00:00,24.185869
power,region1,baseload,2015-01-14 10:00:00,24.185869
power,region1,baseload,2015-01-14 11:00:00,24.185869
power,region1,baseload,2015-01-14 12:00:00,24.185869
power,region1,baseload,2015-01-14 13:00:00,24.185869
power,region1,baseload,2015-01-14 14:00:00,24.185869
power,region1,baseload,2015-01-14 15:00:00,24.185869
power,region1,baseload,2015-01-14 16:00:00,24.185869
power,region1,baseload,2015-01-14 17:00:00,24.185869
power,region1,baseload,2015-01-14 18:00:00,24.185869
power,region1,baseload,2015-01-14 19:00:00,24.185869
power,region1,baseload,2015-01-14 20:00:00,24.185869
power,region1,baseload,2015-01-14 21:00:00,24.185869
power,region1,baseload,2015-01-14 22:00:00,22.782294
power,region1,baseload,2015-01-14 23:00:00,17.822693
power,region1,baseload,2015-01-15 00:00:00,24.185869
power,region1,baseload,2015-01-15 01:00:00,24.185869
power,region1,baseload,2015-01-15 02:00:00,24.185869
power,region1,baseload,2015-01-15 03:00:00,24.185869
power,region1,baseload,2015-01-15 04:00:00,24.185869
power,region1,baseload,2015-01-15 05:00:00,24.185869
power,region1,baseload,2015-01-15 06:00:00,18.035993
power,region1,baseload,2015-01-15 07:00:00,24.185869
power,region1,baseload,2015-01-15 08:00:00,24.185869
power,region1,baseload,2015-01-15 09:00:00,24.185869
power,region1,baseload,2015-01-15 10:00:00,24.185869
power,region1,baseload,2015-01-15 11:00:00,24.185869
power,region1,baseload,2015-01-15 12:00:00,16.445054
power,region1,baseload,2015-01-15 13:00:00,24.185869
power,region1,baseload,2015-01-15 14:00:00,24.185869
power,region1,baseload,2015-01-15 15:00:00,24.185869
power,region1,baseload,2015-01-15 16:00:00,19.067332
power,region1,baseload,2015-01-15 17:00:00,24.185869
power,region1,baseload,2015-01-15 18:00:00,24.185869
power,region1,baseload,2015-01-15 19:00:00,24.185869
power,region1,baseload,2015-01-15 20:00:00,24.185869
power,region1,baseload,2015-01-15 21:00:00,11.026683
power,region1,baseload,2015-01-15 22:00:00,24.185869
power,region1,baseload,2015-01-15 23:00:00,24.185869
power,region1,baseload,2015-01-16 00:00:00,24.185869
power,region1,baseload,2015-01-16 01:00:00,23.629177
power,region1,baseload,2015-01-16 02:00:00,24.185869
power,region1,baseload,2015-01-16 03:00:00,24.185869
power,region1,baseload,2015-01-16 04:00:00,24.185869
power,region1,baseload,2015-01-16 05:00:00,24.185869
power,region1,baseload,2015-01-16 06:00:00,23.03217
power,region1,baseload,2015-01-16 07:00:00,24.185869
power,region1,baseload,2015-01-16 08:00:00,24.185869
power,region1,baseload,2015-01-16 09:00:00,24.185869
power,region1,baseload,2015-01-16 10:00:00,21.622527
power,region1,baseload,2015-01-16 11:00:00,24.185869
power,region1,baseload,2015-01-16 12:00:00,24.185869
power,region1,baseload,2015-01-16 13:00:00,21.566833
power,region1,baseload,2015-01-16 14:00:00,13.481962
power,region1,baseload,2015-01-16 15:00:00,24.185869
power,region1,baseload,2015-01-16 16:00:00,24.185869
power,region1,baseload,2015-01-16 17:00:00,24.185869
power,region1,baseload,2015-01-16 18:00:00,24.185869
power,region1,baseload,2015-01-16 19:00:00,24.185869
power,region1,baseload,2015-01-16 20:00:00,24.185869
power,region1,baseload,2015-01-16 21:00:00,24.185869
power,region1,baseload,2015-01-16 22:00:00,24.185869
power,region1,baseload,2015-01-16 23:00:00,24.185869
power,region1,baseload,2015-01-17 00:00:00,16.232086
power,region1,baseload,2015-01-17 01:00:00,24.185869
power,region1,baseload,2015-01-17 02:00:00,24.185869
power,region1,baseload,2015-01-17 03:00:00,24.095761
power,region1,baseload,2015-01-17 04:00:00,16.961014
power,region1,baseload,2015-01-17 05:00:00,24.185869
power,region1,baseload,2015-01-17 06:00:00,24.185869
power,region1,baseload,2015-01-17 07:00:00,24.185869
power,region1,baseload,2015-01-17 08:00:00,16.772818
power,region1,baseload,2015-01-17 09:00:00,20.256193
power,region1,baseload,2015-01-17 10:00:00,14.418786
power,region1,baseload,2015-01-17 11:00:00,24.185869
power,region1,baseload,2015-01-17 12:00:00,24.185869
power,region1,baseload,2015-01-17 13:00:00,14.084954
power,region1,baseload,2015-01-17 14:00:00,24.185869
power,region1,baseload,2015-01-17 15:00:00,24.185869
power,region1,baseload,2015-01-17 16:00:00,24.185869
power,region1,baseload,2015-01-17 17:00:00,24.185869
power,region1,baseload,2015-01-17 18:00:00,24.185869
power,region1,baseload,2015-01-17 19:00:00,24.185869
power,region1,baseload,2015-01-17 20:00:00,24.185869
power,region1,baseload,2015-01-17 21:00:00,24.185869
power,region1,baseload,2015-01-17 22:00:00,24.185869
power,region1,baseload,2015-01-17 23:00:00,24.185869
power,region1,baseload,2015-01-18 00:00:00,21.248379
power,region1,baseload,2015-01-18 01:00:00,24.185869
power,region1,baseload,2015-01-18 02:00:00,24.185869
power,region1,baseload,2015-01-18 03:00:00,17.651953
power,region1,baseload,2015-01-18 04:00:00,24.185869
power,region1,baseload,2015-01-18 05:00:00,24.185869
power,region1,baseload,2015-01-18 06:00:00,12.432003
power,region1,baseload,2015-01-18 07:00:00,24.185869
power,region1,baseload,2015-01-18 08:00:00,22.254115
power,region1,baseload,2015-01-18 09:00:00,24.185869
power,region1,baseload,2015-01-18 10:00:00,24.185869
power,region1,baseload,2015-01-18 11:00:00,24.185869
power,region1,baseload,2015-01-18 12:00:00,24.185869
power,region1,baseload,2015-01-18 13:00:00,24.185869
power,region1,baseload,2015-01-18 14:00:00,24.185869
power,region1,baseload,2015-01-18 15:00:00,24.185869
power,region1,baseload,2015-01-18 16:00:00,22.032585
power,region1,baseload,2015-01-18 17:00:00,16.273815
power,region1,baseload,2015-01-18 18:00:00,24.185869
power,region1,baseload,2015-01-18 19:00:00,18.104323
power,region1,baseload,2015-01-18 20:00:00,24.185869
power,region1,baseload,2015-01-18 21:00:00,23.42527
power,region1,baseload,2015-01-18 22:00:00,24.185869
power,region1,baseload,2015-01-18 23:00:00,24.185869
power,region1,baseload,2015-01-19 00:00:00,24.185869
power,region1,baseload,2015-01-19 01:00:00,17.090856
power,region1,baseload,2015-01-19 02:00:00,24.185869
power,region1,baseload,2015-01-19 03:00:00,24.185869
power,region1,baseload,2015-01-19 04:00:00,19.545636
power,region1,baseload,2015-01-19 05:00:00,16.701912
power,region1,baseload,2015-01-19 06:00:00,24.185869
power,region1,baseload,2015-01-19 07:00:00,24.185869
power,region1,baseload,2015-01-19 08:00:00,24.185869
power,region1,baseload,2015-01-19 09:00:00,21.438321
power,region1,baseload,2015-01-19 10:00:00,24.185869
power,region1,baseload,2015-01-19 11:00:00,24.185869
power,region1,baseload,2015-01-19 12:00:00,24.185869
power,region1,baseload,2015-01-19 13:00:00,22.812801
power,region1,baseload,2015-01-19 14:00:00,24.185869
power,region1,baseload,2015-01-19 15:00:00,24.185869
power,region1,baseload,2015-01-19 16:00:00,24.185869
power,region1,baseload,2015-01-19 17:00:00,24.185869
power,region1,baseload,2015-01-19 18:00:00,24.185869
power,region1,baseload,2015-01-19 19:00:00,24.185869
power,region1,baseload,2015-01-19 20:00:00,22.666417
power,region1,baseload,2015-01-19 21:00:00,24.185869
power,region1,baseload,2015-01-19 22:00:00,24.185869
power,region1,baseload,2015-01-19 23:00:00,15.437406
power,region1,baseload,2015-01-20 00:00:00,24.185869
power,region1,baseload,2015-01-20 01:00:00,24.185869
power,region1,baseload,2015-01-20 02:00:00,24.185869
power,region1,baseload,2015-01-20 03:00:00,24.185869
power,region1,baseload,2015-01-20 04:00:00,19.006733
power,region1,baseload,2015-01-20 05:00:00,24.185869
power,region1,baseload,2015-01-20 06:00:00,19.860931
power,region1,baseload,2015-01-20 07:00:00,15.836658
power,region1,baseload,2015-01-20 08:00:00,24.185869
power,region1,baseload,2015-01-20 09:00:00,24.185869
power,region1,baseload,2015-01-20 10:00:00,24.185869
power,region1,baseload,2015-01-20 11:00:00,24.185869
power,region1,baseload,2015-01-20 12:00:00,24.185869
power,region1,baseload,2015-01-20 13:00:00,24.185869
power,region1,baseload,2015-01-20 14:00:00,24.185869
power,region1,baseload,2015-01-20 15:00:00,24.185869
power,region1,baseload,2015-01-20 16:00:00,24.185869
power,region1,baseload,2015-01-20 17:00:00,24.185869
power,region1,baseload,2015-01-20 18:00:00,24.185869
power,region1,baseload,2015-01-20 19:00:00,15.276143
power,region1,baseload,2015-01-20 20:00:00,24.185869
power,region1,baseload,2015-01-20 21:00:00,24.185869
power,region1,baseload,2015-01-20 22:00:00,24.185869
power,region1,baseload,2015-01-20 23:00:00,19.239485
power,region1,baseload,2015-01-21 00:00:00,18.822111
power,region1,baseload,2015-01-21 01:00:00,24.185869
power,region1,baseload,2015-01-21 02:00:00,24.185869
power,region1,baseload,2015-01-21 03:00:00,24.185869
power,region1,baseload,2015-01-21 04:00:00,24.185869
power,region1,baseload,2015-01-21 05:00:00,24.185869
power,region1,baseload,2015-01-21 06:00:00,24.185869
power,region1,baseload,2015-01-21 07:00:00,24.185869
power,region1,baseload,2015-01-21 08:00:00,24.185869
power,region1,baseload,2015-01-21 09:00:00,24.185869
power,region1,baseload,2015-01-21 10:00:00,24.185869
power,region1,baseload,2015-01-21 11:00:00,24.185869
power,region1,baseload,2015-01-21 12:00:00,24.185869
power,region1,baseload,2015-01-21 13:00:00,24.185869
power,region1,baseload,2015-01-21 14:00:00,24.185869
power,region1,baseload,2015-01-21 15:00:00,24.185869
power,region1,baseload,2015-01-21 16:00:00,21.684289
power,region1,baseload,2015-01-21 17:00:00,19.506151
power,region1,baseload,2015-01-21 18:00:00,24.185869
power,region1,baseload,2015-01-21 19:00:00,24.185869
power,region1,baseload,2015-01-21 20:00:00,24.185869
power,region1,baseload,2015-01-21 21:00:00,24.185869
power,region1,baseload,2015-01-21 22:00:00,24.185869
power,region1,baseload,2015-01-21 23:00:00,24.185869
power,region1,baseload,2015-01-22 00:00:00,24.185869
power,region1,baseload,2015-01-22 01:00:00,14.424273
power,region1,baseload,2015-01-22 02:00:00,24.185869
power,region1,baseload,2015-01-22 03:00:00,24.185869
power,region1,baseload,2015-01-22 04:00:00,19.113217
power,region1,baseload,2015-01-22 05:00:00,24.185869
power,region1,baseload,2015-01-22 06:00:00,24.185869
power,region1,baseload,2015-01-22 07:00:00,24.185869
power,region1,baseload,2015-01-22 08:00:00,24.185869
power,region1,baseload,2015-01-22 09:00:00,24.185869
power,region1,baseload,2015-01-22 10:00:00,18.318869
power,region1,baseload,2015-01-22 11:00:00,24.185869
